Plurals              Percentages 
phenomena            42.6229508197 
beeps                42.8571428571 
moderates            11.5384615385 
communes             62.5 
jerkings             25.0 
intersections        41.3793103448 
quarts               25.0 
limitations          72.2222222222 
questioners          33.3333333333 
sheriffs             16.6666666667 
torsos               30.0 
tonics               66.6666666667 
Ages                 0.460829493088 
delicacies           28.5714285714 
toppings             33.3333333333 
eatables             50.0 
suffixes             50.0 
stakes               12.5 
pistols              12.9032258065 
townships            25.0 
mushrooms            50.0 
artists              44.3298969072 
additions            6.0 
Thousands            3.0612244898 
endeavours           50.0 
Fists                3.84615384615 
sopranos             14.2857142857 
Directions           0.751879699248 
hoofs                87.5 
searches             1.44927536232 
Drifts               9.52380952381 
prophecies           16.6666666667 
oxygens              6.52173913043 
goals                38.7755102041 
kegs                 33.3333333333 
ordinances           25.0 
presuppositions      50.0 
modifiers            28.5714285714 
cells                55.4794520548 
derelicts            50.0 
Cheyennes            60.0 
turnings             1.31578947368 
stories              27.8846153846 
leathers             8.0 
mechanics            69.5652173913 
Chestnuts            50.0 
preoccupations       10.0 
boulevards           33.3333333333 
reservations         56.25 
tissues              24.0740740741 
kisses               14.2857142857 
upsets               5.88235294118 
magnates             50.0 
Doors                0.319488817891 
crystals             32.0 
functions            25.9493670886 
rumors               33.3333333333 
ingredients          60.0 
Gynecologists        50.0 
misconceptions       33.3333333333 
expositions          20.0 
blunders             33.3333333333 
whisperings          16.6666666667 
insults              30.0 
refreshments         50.0 
questionnaires       15.3846153846 
friends              52.7075812274 
assessors            90.4761904762 
bronchi              42.8571428571 
anacondas            25.0 
extras               1.96078431373 
watercolors          25.0 
Orders               1.0989010989 
Vitamins             16.6666666667 
powders              15.1515151515 
straws               16.6666666667 
aides                33.3333333333 
offenses             38.4615384615 
fronts               3.11111111111 
navels               33.3333333333 
segments             50.0 
pensions             36.8421052632 
painters             36.3636363636 
bays                 9.52380952381 
trousers             70.0 
fists                34.2105263158 
Presses              0.909090909091 
railways             9.09090909091 
compacts             7.69230769231 
reforms              35.0 
squares              10.4838709677 
skills               47.4358974359 
laurels              66.6666666667 
companies            28.2894736842 
Almonds              50.0 
pardons              11.1111111111 
Matisses             50.0 
registries           66.6666666667 
graces               9.3023255814 
landlords            14.2857142857 
dogmas               33.3333333333 
spouses              57.1428571429 
preferences          43.75 
prisons              6.97674418605 
complexities         23.5294117647 
Carters              12.5 
lights               12.1621621622 
Vases                25.0 
tips                 35.2941176471 
harbors              4.7619047619 
helmets              66.6666666667 
screams              13.3333333333 
Greens               0.943396226415 
